,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
2-Sep,-0.223871143,2.16E-15,Limb-Muscle_skeletal muscle satellite cell,0.223871143
Gps1,-0.223751191,2.24E-15,Limb-Muscle_skeletal muscle satellite cell,0.223751191
Iffo1,-0.223442131,2.45E-15,Limb-Muscle_skeletal muscle satellite cell,0.223442131
Mrpl12,-0.22335368,2.52E-15,Limb-Muscle_skeletal muscle satellite cell,0.22335368
Psma4,-0.223333952,2.53E-15,Limb-Muscle_skeletal muscle satellite cell,0.223333952
Ifrd1,0.222860311,2.91E-15,Limb-Muscle_skeletal muscle satellite cell,0.222860311
Skil,0.222447093,3.28E-15,Limb-Muscle_skeletal muscle satellite cell,0.222447093
Mrps14,-0.222445132,3.28E-15,Limb-Muscle_skeletal muscle satellite cell,0.222445132
Srrm2,0.222420234,3.30E-15,Limb-Muscle_skeletal muscle satellite cell,0.222420234
Pigt,-0.222182441,3.54E-15,Limb-Muscle_skeletal muscle satellite cell,0.222182441
Ube2i,-0.222031729,3.70E-15,Limb-Muscle_skeletal muscle satellite cell,0.222031729
Map2k2,-0.220988931,5.00E-15,Limb-Muscle_skeletal muscle satellite cell,0.220988931
Nop58,0.220955714,5.05E-15,Limb-Muscle_skeletal muscle satellite cell,0.220955714
Cmpk1,-0.220896912,5.14E-15,Limb-Muscle_skeletal muscle satellite cell,0.220896912
Dcakd,-0.220767203,5.33E-15,Limb-Muscle_skeletal muscle satellite cell,0.220767203
Plagl1,-0.220616236,5.57E-15,Limb-Muscle_skeletal muscle satellite cell,0.220616236
Mrpl13,-0.220117617,6.43E-15,Limb-Muscle_skeletal muscle satellite cell,0.220117617
Prkcdbp,-0.219829813,6.99E-15,Limb-Muscle_skeletal muscle satellite cell,0.219829813
Taf10,-0.219669177,7.31E-15,Limb-Muscle_skeletal muscle satellite cell,0.219669177
2310016M24Rik,-0.219642792,7.37E-15,Limb-Muscle_skeletal muscle satellite cell,0.219642792
Dcun1d5,-0.219485259,7.71E-15,Limb-Muscle_skeletal muscle satellite cell,0.219485259
Klf13,-0.219147397,8.49E-15,Limb-Muscle_skeletal muscle satellite cell,0.219147397
2010107E04Rik,-0.218866374,9.21E-15,Limb-Muscle_skeletal muscle satellite cell,0.218866374
Col6a2,-0.218799491,9.38E-15,Limb-Muscle_skeletal muscle satellite cell,0.218799491
Tmem8c,-0.218230169,1.10E-14,Limb-Muscle_skeletal muscle satellite cell,0.218230169
Ahcy,-0.218223317,1.11E-14,Limb-Muscle_skeletal muscle satellite cell,0.218223317
Ccdc72,-0.218003197,1.18E-14,Limb-Muscle_skeletal muscle satellite cell,0.218003197
Sntb2,0.217919296,1.21E-14,Limb-Muscle_skeletal muscle satellite cell,0.217919296
Oat,0.217834196,1.24E-14,Limb-Muscle_skeletal muscle satellite cell,0.217834196
Srp14,-0.217730682,1.27E-14,Limb-Muscle_skeletal muscle satellite cell,0.217730682
Smc1a,0.217346153,1.42E-14,Limb-Muscle_skeletal muscle satellite cell,0.217346153
Cbfb,-0.216626027,1.74E-14,Limb-Muscle_skeletal muscle satellite cell,0.216626027
2410015M20Rik,-0.21657645,1.76E-14,Limb-Muscle_skeletal muscle satellite cell,0.21657645
Polr2j,-0.216430592,1.84E-14,Limb-Muscle_skeletal muscle satellite cell,0.216430592
Arpc3,0.216412223,1.85E-14,Limb-Muscle_skeletal muscle satellite cell,0.216412223
Irgm1,0.216263955,1.93E-14,Limb-Muscle_skeletal muscle satellite cell,0.216263955
Cbx3,-0.215969381,2.09E-14,Limb-Muscle_skeletal muscle satellite cell,0.215969381
2010002N04Rik,0.215937127,2.11E-14,Limb-Muscle_skeletal muscle satellite cell,0.215937127
2700094K13Rik,-0.215275673,2.55E-14,Limb-Muscle_skeletal muscle satellite cell,0.215275673
Snrpa1,-0.214989227,2.76E-14,Limb-Muscle_skeletal muscle satellite cell,0.214989227
Srp19,-0.214899979,2.83E-14,Limb-Muscle_skeletal muscle satellite cell,0.214899979
Pak1ip1,-0.214738771,2.96E-14,Limb-Muscle_skeletal muscle satellite cell,0.214738771
Atp5g3,-0.214612597,3.07E-14,Limb-Muscle_skeletal muscle satellite cell,0.214612597
Ssr2,-0.214487492,3.18E-14,Limb-Muscle_skeletal muscle satellite cell,0.214487492
H47,-0.214339077,3.31E-14,Limb-Muscle_skeletal muscle satellite cell,0.214339077
Timm17a,-0.213938009,3.70E-14,Limb-Muscle_skeletal muscle satellite cell,0.213938009
Csnk1d,0.213322681,4.39E-14,Limb-Muscle_skeletal muscle satellite cell,0.213322681
Vdac1,-0.213265646,4.46E-14,Limb-Muscle_skeletal muscle satellite cell,0.213265646
Mlf2,-0.213258452,4.47E-14,Limb-Muscle_skeletal muscle satellite cell,0.213258452
Phf5a,-0.212872799,4.98E-14,Limb-Muscle_skeletal muscle satellite cell,0.212872799
Oaf,-0.212767884,5.13E-14,Limb-Muscle_skeletal muscle satellite cell,0.212767884
Timm13,-0.212555923,5.44E-14,Limb-Muscle_skeletal muscle satellite cell,0.212555923
Drap1,-0.212308247,5.82E-14,Limb-Muscle_skeletal muscle satellite cell,0.212308247
Tmem93,-0.212296597,5.84E-14,Limb-Muscle_skeletal muscle satellite cell,0.212296597
Prdx2,-0.212198953,6.00E-14,Limb-Muscle_skeletal muscle satellite cell,0.212198953
Homer2,-0.212036711,6.28E-14,Limb-Muscle_skeletal muscle satellite cell,0.212036711
Myl12a,0.212008552,6.32E-14,Limb-Muscle_skeletal muscle satellite cell,0.212008552
Dusp10,-0.212004972,6.33E-14,Limb-Muscle_skeletal muscle satellite cell,0.212004972
Rab2a,-0.211549729,7.18E-14,Limb-Muscle_skeletal muscle satellite cell,0.211549729
1500011K16Rik,-0.211208597,7.89E-14,Limb-Muscle_skeletal muscle satellite cell,0.211208597
Myeov2,-0.211070758,8.19E-14,Limb-Muscle_skeletal muscle satellite cell,0.211070758
Set,-0.211045718,8.25E-14,Limb-Muscle_skeletal muscle satellite cell,0.211045718
Psmd8,-0.210911471,8.56E-14,Limb-Muscle_skeletal muscle satellite cell,0.210911471
Polr3h,-0.210818378,8.78E-14,Limb-Muscle_skeletal muscle satellite cell,0.210818378
Slc3a2,0.210156017,1.05E-13,Limb-Muscle_skeletal muscle satellite cell,0.210156017
Map2k3,-0.210116056,1.06E-13,Limb-Muscle_skeletal muscle satellite cell,0.210116056
Litaf,0.210105229,1.07E-13,Limb-Muscle_skeletal muscle satellite cell,0.210105229
Ripk1,0.20996518,1.11E-13,Limb-Muscle_skeletal muscle satellite cell,0.20996518
Hnrnpa2b1,0.209912127,1.13E-13,Limb-Muscle_skeletal muscle satellite cell,0.209912127
Meg3,-0.20965522,1.21E-13,Limb-Muscle_skeletal muscle satellite cell,0.20965522
Rnf4,-0.209587387,1.23E-13,Limb-Muscle_skeletal muscle satellite cell,0.209587387
Naa50,-0.209558069,1.24E-13,Limb-Muscle_skeletal muscle satellite cell,0.209558069
Snhg6,-0.209462329,1.27E-13,Limb-Muscle_skeletal muscle satellite cell,0.209462329
Podxl2,-0.209357387,1.31E-13,Limb-Muscle_skeletal muscle satellite cell,0.209357387
Klf2,0.209319286,1.32E-13,Limb-Muscle_skeletal muscle satellite cell,0.209319286
Csdc2,-0.209128179,1.39E-13,Limb-Muscle_skeletal muscle satellite cell,0.209128179
Nr1d2,-0.208853835,1.50E-13,Limb-Muscle_skeletal muscle satellite cell,0.208853835
Ndufa8,-0.208698591,1.57E-13,Limb-Muscle_skeletal muscle satellite cell,0.208698591
Cd34,0.208645325,1.59E-13,Limb-Muscle_skeletal muscle satellite cell,0.208645325
Txndc5,-0.208606666,1.61E-13,Limb-Muscle_skeletal muscle satellite cell,0.208606666
Ell2,0.208568423,1.62E-13,Limb-Muscle_skeletal muscle satellite cell,0.208568423
2310003F16Rik,-0.208498314,1.65E-13,Limb-Muscle_skeletal muscle satellite cell,0.208498314
Ubb,0.20835321,1.72E-13,Limb-Muscle_skeletal muscle satellite cell,0.20835321
Actb,0.208151331,1.82E-13,Limb-Muscle_skeletal muscle satellite cell,0.208151331
Rcn1,-0.208137154,1.82E-13,Limb-Muscle_skeletal muscle satellite cell,0.208137154
Ap2s1,-0.208111606,1.84E-13,Limb-Muscle_skeletal muscle satellite cell,0.208111606
Ado,-0.207935555,1.93E-13,Limb-Muscle_skeletal muscle satellite cell,0.207935555
Atp5e,-0.207884382,1.95E-13,Limb-Muscle_skeletal muscle satellite cell,0.207884382
Ptpn2,0.207663657,2.07E-13,Limb-Muscle_skeletal muscle satellite cell,0.207663657
Aif1l,-0.207624111,2.10E-13,Limb-Muscle_skeletal muscle satellite cell,0.207624111
Prelid1,-0.207552224,2.14E-13,Limb-Muscle_skeletal muscle satellite cell,0.207552224
Ythdf2,-0.207548259,2.14E-13,Limb-Muscle_skeletal muscle satellite cell,0.207548259
Rab5c,-0.207526078,2.15E-13,Limb-Muscle_skeletal muscle satellite cell,0.207526078
Fam162a,-0.20749926,2.17E-13,Limb-Muscle_skeletal muscle satellite cell,0.20749926
Mrpl15,-0.20656055,2.79E-13,Limb-Muscle_skeletal muscle satellite cell,0.20656055
Bmp1,-0.206158575,3.11E-13,Limb-Muscle_skeletal muscle satellite cell,0.206158575
Lyar,-0.205973296,3.27E-13,Limb-Muscle_skeletal muscle satellite cell,0.205973296
Ywhab,-0.205561473,3.65E-13,Limb-Muscle_skeletal muscle satellite cell,0.205561473
Polr2f,-0.205505474,3.70E-13,Limb-Muscle_skeletal muscle satellite cell,0.205505474
Gstm2,0.205278552,3.94E-13,Limb-Muscle_skeletal muscle satellite cell,0.205278552
Anxa3,0.204728597,4.56E-13,Limb-Muscle_skeletal muscle satellite cell,0.204728597
Edn3,-0.204575687,4.75E-13,Limb-Muscle_skeletal muscle satellite cell,0.204575687
Pcbp4,-0.204487874,4.86E-13,Limb-Muscle_skeletal muscle satellite cell,0.204487874
Eif4e2,-0.204057414,5.45E-13,Limb-Muscle_skeletal muscle satellite cell,0.204057414
Brp44,-0.203893003,5.69E-13,Limb-Muscle_skeletal muscle satellite cell,0.203893003
Npm3,-0.203890107,5.69E-13,Limb-Muscle_skeletal muscle satellite cell,0.203890107
Polr2i,-0.20385218,5.75E-13,Limb-Muscle_skeletal muscle satellite cell,0.20385218
Plin3,-0.203847204,5.76E-13,Limb-Muscle_skeletal muscle satellite cell,0.203847204
Arl6ip5,-0.203831218,5.78E-13,Limb-Muscle_skeletal muscle satellite cell,0.203831218
Vma21,-0.203673818,6.03E-13,Limb-Muscle_skeletal muscle satellite cell,0.203673818
Anxa1,0.20360323,6.14E-13,Limb-Muscle_skeletal muscle satellite cell,0.20360323
Trib1,0.203523585,6.27E-13,Limb-Muscle_skeletal muscle satellite cell,0.203523585
H1f0,-0.203481516,6.34E-13,Limb-Muscle_skeletal muscle satellite cell,0.203481516
Gtf2h5,-0.203477679,6.35E-13,Limb-Muscle_skeletal muscle satellite cell,0.203477679
Ms4a4d,0.203433983,6.42E-13,Limb-Muscle_skeletal muscle satellite cell,0.203433983
1110065P20Rik,-0.203352688,6.56E-13,Limb-Muscle_skeletal muscle satellite cell,0.203352688
Hsd11b1,0.203097697,7.02E-13,Limb-Muscle_skeletal muscle satellite cell,0.203097697
Ndufa13,-0.203003698,7.20E-13,Limb-Muscle_skeletal muscle satellite cell,0.203003698
Cyc1,-0.202592797,8.02E-13,Limb-Muscle_skeletal muscle satellite cell,0.202592797
Pfdn5,0.202490675,8.24E-13,Limb-Muscle_skeletal muscle satellite cell,0.202490675
Rps15a-ps4,0.202144084,9.03E-13,Limb-Muscle_skeletal muscle satellite cell,0.202144084
Ndufc2,-0.202069083,9.21E-13,Limb-Muscle_skeletal muscle satellite cell,0.202069083
Gprc5a,0.202052653,9.25E-13,Limb-Muscle_skeletal muscle satellite cell,0.202052653
Exosc5,-0.2020517,9.25E-13,Limb-Muscle_skeletal muscle satellite cell,0.2020517
Snrpa,-0.202020629,9.32E-13,Limb-Muscle_skeletal muscle satellite cell,0.202020629
Ppp1r15a,0.201482176,1.07E-12,Limb-Muscle_skeletal muscle satellite cell,0.201482176
Pdp1,-0.20138624,1.10E-12,Limb-Muscle_skeletal muscle satellite cell,0.20138624
Psmb1,-0.201238951,1.14E-12,Limb-Muscle_skeletal muscle satellite cell,0.201238951
Hey1,-0.201230497,1.15E-12,Limb-Muscle_skeletal muscle satellite cell,0.201230497
Ndufv2,-0.200375459,1.43E-12,Limb-Muscle_skeletal muscle satellite cell,0.200375459
Ube2m,-0.20002362,1.57E-12,Limb-Muscle_skeletal muscle satellite cell,0.20002362
Mettl9,-0.199835748,1.65E-12,Limb-Muscle_skeletal muscle satellite cell,0.199835748
Arf4,0.199680876,1.72E-12,Limb-Muscle_skeletal muscle satellite cell,0.199680876
S100a9,0.199500201,1.80E-12,Limb-Muscle_skeletal muscle satellite cell,0.199500201
Eif3b,-0.199420728,1.84E-12,Limb-Muscle_skeletal muscle satellite cell,0.199420728
Sav1,-0.19898518,2.06E-12,Limb-Muscle_skeletal muscle satellite cell,0.19898518
S100a8,0.198956631,2.07E-12,Limb-Muscle_skeletal muscle satellite cell,0.198956631
Pomp,-0.198950049,2.07E-12,Limb-Muscle_skeletal muscle satellite cell,0.198950049
Ddx3x,0.198741798,2.19E-12,Limb-Muscle_skeletal muscle satellite cell,0.198741798
Glrx3,-0.198557017,2.30E-12,Limb-Muscle_skeletal muscle satellite cell,0.198557017
Cwc15,-0.198474078,2.35E-12,Limb-Muscle_skeletal muscle satellite cell,0.198474078
Ccdc56,-0.198336429,2.43E-12,Limb-Muscle_skeletal muscle satellite cell,0.198336429
Top1mt,-0.198130348,2.56E-12,Limb-Muscle_skeletal muscle satellite cell,0.198130348
Fam103a1,-0.197948312,2.69E-12,Limb-Muscle_skeletal muscle satellite cell,0.197948312
Ndufb8,-0.197846305,2.76E-12,Limb-Muscle_skeletal muscle satellite cell,0.197846305
Psme3,-0.197826962,2.77E-12,Limb-Muscle_skeletal muscle satellite cell,0.197826962
Pabpc4,-0.197822912,2.77E-12,Limb-Muscle_skeletal muscle satellite cell,0.197822912
Ndufa12,-0.19779321,2.79E-12,Limb-Muscle_skeletal muscle satellite cell,0.19779321
6720456B07Rik,-0.197683451,2.87E-12,Limb-Muscle_skeletal muscle satellite cell,0.197683451
Rabac1,0.19761137,2.93E-12,Limb-Muscle_skeletal muscle satellite cell,0.19761137
Atp5j,-0.197603552,2.93E-12,Limb-Muscle_skeletal muscle satellite cell,0.197603552
Mapk6,-0.197518939,3.00E-12,Limb-Muscle_skeletal muscle satellite cell,0.197518939
Ndufa3,-0.197394634,3.10E-12,Limb-Muscle_skeletal muscle satellite cell,0.197394634
Eef1d,0.197326328,3.15E-12,Limb-Muscle_skeletal muscle satellite cell,0.197326328
Alyref,-0.197119281,3.32E-12,Limb-Muscle_skeletal muscle satellite cell,0.197119281
Hsp90aa1,0.197005149,3.42E-12,Limb-Muscle_skeletal muscle satellite cell,0.197005149
Eaf1,-0.196759018,3.64E-12,Limb-Muscle_skeletal muscle satellite cell,0.196759018
Golt1b,-0.19670428,3.69E-12,Limb-Muscle_skeletal muscle satellite cell,0.19670428
Serping1,0.19659709,3.80E-12,Limb-Muscle_skeletal muscle satellite cell,0.19659709
Htra3,-0.196574929,3.82E-12,Limb-Muscle_skeletal muscle satellite cell,0.196574929
Mrpl42,-0.196315073,4.08E-12,Limb-Muscle_skeletal muscle satellite cell,0.196315073
Gja1,0.196309635,4.09E-12,Limb-Muscle_skeletal muscle satellite cell,0.196309635
Anxa6,-0.196309202,4.09E-12,Limb-Muscle_skeletal muscle satellite cell,0.196309202
Snhg3,-0.196057115,4.36E-12,Limb-Muscle_skeletal muscle satellite cell,0.196057115
2310004N24Rik,-0.196011106,4.41E-12,Limb-Muscle_skeletal muscle satellite cell,0.196011106
Rdh5,-0.195976632,4.45E-12,Limb-Muscle_skeletal muscle satellite cell,0.195976632
Cox7c,-0.195679134,4.80E-12,Limb-Muscle_skeletal muscle satellite cell,0.195679134
Trappc6a,-0.195672906,4.80E-12,Limb-Muscle_skeletal muscle satellite cell,0.195672906
Ppdpf,-0.195658682,4.82E-12,Limb-Muscle_skeletal muscle satellite cell,0.195658682
Ostc,-0.195555056,4.95E-12,Limb-Muscle_skeletal muscle satellite cell,0.195555056
Rrp9,-0.195524063,4.99E-12,Limb-Muscle_skeletal muscle satellite cell,0.195524063
Ddb1,-0.195501209,5.02E-12,Limb-Muscle_skeletal muscle satellite cell,0.195501209
Zfp207,-0.195484032,5.04E-12,Limb-Muscle_skeletal muscle satellite cell,0.195484032
Shmt1,-0.195338225,5.23E-12,Limb-Muscle_skeletal muscle satellite cell,0.195338225
Tmem147,-0.195119439,5.53E-12,Limb-Muscle_skeletal muscle satellite cell,0.195119439
Minpp1,-0.195094658,5.56E-12,Limb-Muscle_skeletal muscle satellite cell,0.195094658
Baiap2,-0.194962561,5.75E-12,Limb-Muscle_skeletal muscle satellite cell,0.194962561
Tifa,0.194902006,5.84E-12,Limb-Muscle_skeletal muscle satellite cell,0.194902006
Ubxn1,-0.194740209,6.08E-12,Limb-Muscle_skeletal muscle satellite cell,0.194740209
Wrnip1,-0.194735621,6.09E-12,Limb-Muscle_skeletal muscle satellite cell,0.194735621
Mrpl36,-0.19419935,6.97E-12,Limb-Muscle_skeletal muscle satellite cell,0.19419935
Mrps18a,-0.19415201,7.06E-12,Limb-Muscle_skeletal muscle satellite cell,0.19415201
Polr2e,-0.194108877,7.13E-12,Limb-Muscle_skeletal muscle satellite cell,0.194108877
Elof1,-0.193976354,7.38E-12,Limb-Muscle_skeletal muscle satellite cell,0.193976354
Atf4,0.19370113,7.90E-12,Limb-Muscle_skeletal muscle satellite cell,0.19370113
Jagn1,-0.193665377,7.98E-12,Limb-Muscle_skeletal muscle satellite cell,0.193665377
Lsm7,-0.193346978,8.64E-12,Limb-Muscle_skeletal muscle satellite cell,0.193346978
Ndufv3,-0.193324284,8.69E-12,Limb-Muscle_skeletal muscle satellite cell,0.193324284
Sec13,-0.193297083,8.75E-12,Limb-Muscle_skeletal muscle satellite cell,0.193297083
Atp5j2,-0.193222441,8.91E-12,Limb-Muscle_skeletal muscle satellite cell,0.193222441
Pdhb,-0.193192162,8.98E-12,Limb-Muscle_skeletal muscle satellite cell,0.193192162
Ssbp1,-0.192843888,9.80E-12,Limb-Muscle_skeletal muscle satellite cell,0.192843888
Smap1,-0.192703694,1.01E-11,Limb-Muscle_skeletal muscle satellite cell,0.192703694
Ndufc1,-0.192619033,1.04E-11,Limb-Muscle_skeletal muscle satellite cell,0.192619033
Lrrc17,-0.192502616,1.07E-11,Limb-Muscle_skeletal muscle satellite cell,0.192502616
Ctsl,0.192479342,1.07E-11,Limb-Muscle_skeletal muscle satellite cell,0.192479342
Psmb8,0.192477473,1.07E-11,Limb-Muscle_skeletal muscle satellite cell,0.192477473
Pias2,-0.192251235,1.14E-11,Limb-Muscle_skeletal muscle satellite cell,0.192251235
Ube2j2,-0.192197284,1.15E-11,Limb-Muscle_skeletal muscle satellite cell,0.192197284
Mrps5,-0.192126337,1.17E-11,Limb-Muscle_skeletal muscle satellite cell,0.192126337
Dirc2,-0.192026796,1.20E-11,Limb-Muscle_skeletal muscle satellite cell,0.192026796
Vamp3,-0.191992752,1.21E-11,Limb-Muscle_skeletal muscle satellite cell,0.191992752
Dcaf12,-0.191910357,1.24E-11,Limb-Muscle_skeletal muscle satellite cell,0.191910357
Mrpl50,-0.191867985,1.25E-11,Limb-Muscle_skeletal muscle satellite cell,0.191867985
Mat2a,0.191865299,1.25E-11,Limb-Muscle_skeletal muscle satellite cell,0.191865299
Actc1,-0.191839201,1.26E-11,Limb-Muscle_skeletal muscle satellite cell,0.191839201
Tomm20,-0.191823399,1.26E-11,Limb-Muscle_skeletal muscle satellite cell,0.191823399
Tpt1,0.191740115,1.29E-11,Limb-Muscle_skeletal muscle satellite cell,0.191740115
Rnf7,-0.191316933,1.43E-11,Limb-Muscle_skeletal muscle satellite cell,0.191316933
Usp37,0.191193583,1.48E-11,Limb-Muscle_skeletal muscle satellite cell,0.191193583
Tax1bp3,-0.191170672,1.49E-11,Limb-Muscle_skeletal muscle satellite cell,0.191170672
Mrps21,-0.191134593,1.50E-11,Limb-Muscle_skeletal muscle satellite cell,0.191134593
Tnmd,-0.191058112,1.53E-11,Limb-Muscle_skeletal muscle satellite cell,0.191058112
Erp29,-0.190916064,1.58E-11,Limb-Muscle_skeletal muscle satellite cell,0.190916064
Cyp26a1,0.190849781,1.61E-11,Limb-Muscle_skeletal muscle satellite cell,0.190849781
Ccl11,0.190796141,1.63E-11,Limb-Muscle_skeletal muscle satellite cell,0.190796141
Ace,-0.190792902,1.63E-11,Limb-Muscle_skeletal muscle satellite cell,0.190792902
Nop16,-0.190522787,1.74E-11,Limb-Muscle_skeletal muscle satellite cell,0.190522787
Cct5,-0.190445484,1.78E-11,Limb-Muscle_skeletal muscle satellite cell,0.190445484
Dctpp1,-0.190330514,1.83E-11,Limb-Muscle_skeletal muscle satellite cell,0.190330514
Pgls,-0.190273728,1.86E-11,Limb-Muscle_skeletal muscle satellite cell,0.190273728
Coch,0.189891358,2.04E-11,Limb-Muscle_skeletal muscle satellite cell,0.189891358
Scara5,-0.189839665,2.07E-11,Limb-Muscle_skeletal muscle satellite cell,0.189839665
Gnb2l1,0.18932939,2.34E-11,Limb-Muscle_skeletal muscle satellite cell,0.18932939
Higd1a,-0.189259902,2.38E-11,Limb-Muscle_skeletal muscle satellite cell,0.189259902
Mrps34,-0.189222414,2.40E-11,Limb-Muscle_skeletal muscle satellite cell,0.189222414
Bap1,-0.189209571,2.41E-11,Limb-Muscle_skeletal muscle satellite cell,0.189209571
Nob1,-0.18915945,2.44E-11,Limb-Muscle_skeletal muscle satellite cell,0.18915945
0610007C21Rik,-0.189045722,2.51E-11,Limb-Muscle_skeletal muscle satellite cell,0.189045722
Ret,-0.188989059,2.54E-11,Limb-Muscle_skeletal muscle satellite cell,0.188989059
Ctdsp2,-0.188890001,2.61E-11,Limb-Muscle_skeletal muscle satellite cell,0.188890001
Mrps36,-0.18872813,2.71E-11,Limb-Muscle_skeletal muscle satellite cell,0.18872813
4833439L19Rik,-0.18851184,2.86E-11,Limb-Muscle_skeletal muscle satellite cell,0.18851184
Gas6,0.188473317,2.89E-11,Limb-Muscle_skeletal muscle satellite cell,0.188473317
Mrpl53,-0.188329426,2.99E-11,Limb-Muscle_skeletal muscle satellite cell,0.188329426
Arpp21,-0.188257824,3.04E-11,Limb-Muscle_skeletal muscle satellite cell,0.188257824
Gtf3a,-0.188111759,3.15E-11,Limb-Muscle_skeletal muscle satellite cell,0.188111759
Rsl24d1,-0.188069599,3.19E-11,Limb-Muscle_skeletal muscle satellite cell,0.188069599
Bcat1,-0.187938495,3.29E-11,Limb-Muscle_skeletal muscle satellite cell,0.187938495
Cdv3,-0.187794419,3.41E-11,Limb-Muscle_skeletal muscle satellite cell,0.187794419
Rexo2,-0.18759173,3.58E-11,Limb-Muscle_skeletal muscle satellite cell,0.18759173
Spry2,-0.18755653,3.61E-11,Limb-Muscle_skeletal muscle satellite cell,0.18755653
